# From extend_go_genes.pl on Tue Apr 21 11:35:37 2020
# Input = gos_table.txt
# Genes	GO	GO branch
allA	GO:0000256	P
allB	GO:0000256	P
allC	GO:0000256	P
allD	GO:0000256	P
glxR	GO:0000256	P
ybcF	GO:0000256	P
add	GO:0006144	P
adeD	GO:0006144	P
allA	GO:0006144	P
allB	GO:0006144	P
allC	GO:0006144	P
allD	GO:0006144	P
allE	GO:0006144	P
apt	GO:0006144	P
guaD	GO:0006144	P
hpt	GO:0006144	P
purD	GO:0006144	P
purF	GO:0006144	P
purL	GO:0006144	P
purM	GO:0006144	P
rihC	GO:0006144	P
xdhA	GO:0006144	P
xdhB	GO:0006144	P
xdhC	GO:0006144	P
xdhD	GO:0006144	P
ybbW	GO:0006144	P
yedX	GO:0006144	P
adeD	GO:0006145	P
allA	GO:0006145	P
allB	GO:0006145	P
guaD	GO:0006145	P
xdhA	GO:0006145	P
xdhB	GO:0006145	P
xdhC	GO:0006145	P
allB	GO:0009442	P
allC	GO:0009442	P
allD	GO:0009442	P
glxR	GO:0009442	P
ybcF	GO:0009442	P
ackA	GO:0042710	P
alpA	GO:0042710	P
ariR	GO:0042710	P
bdcA	GO:0042710	P
bhsA	GO:0042710	P
bsmA	GO:0042710	P
csgA	GO:0042710	P
csgB	GO:0042710	P
csgE	GO:0042710	P
csgF	GO:0042710	P
csgG	GO:0042710	P
dgcT	GO:0042710	P
dinJ	GO:0042710	P
fumB	GO:0042710	P
gutQ	GO:0042710	P
hipA	GO:0042710	P
lldR	GO:0042710	P
lsrK	GO:0042710	P
mqsR	GO:0042710	P
pgaA	GO:0042710	P
pgaB	GO:0042710	P
proQ	GO:0042710	P
rcsB	GO:0042710	P
rcsC	GO:0042710	P
rlmI	GO:0042710	P
surA	GO:0042710	P
tabA	GO:0042710	P
tomB	GO:0042710	P
tqsA	GO:0042710	P
ttdA	GO:0042710	P
uspE	GO:0042710	P
wcaF	GO:0042710	P
xynR	GO:0042710	P
yafQ	GO:0042710	P
ybcQ	GO:0042710	P
yceO	GO:0042710	P
ychH	GO:0042710	P
ydeI	GO:0042710	P
yefM	GO:0042710	P
yggN	GO:0042710	P
yghO	GO:0042710	P
ygiB	GO:0042710	P
ygiW	GO:0042710	P
yhcN	GO:0042710	P
yihR	GO:0042710	P
yjaA	GO:0042710	P
yjbE	GO:0042710	P
ymgC	GO:0042710	P
yoaB	GO:0042710	P
yodD	GO:0042710	P
yoeB	GO:0042710	P
yqcC	GO:0042710	P
alaA	GO:0006522	P
alaC	GO:0006522	P
alr	GO:0006522	P
avtA	GO:0006522	P
dadA	GO:0006522	P
dadX	GO:0006522	P
hinT	GO:0006522	P
lrp	GO:0006522	P
panD	GO:0006522	P
alr	GO:0008360	P
ampH	GO:0008360	P
bacA	GO:0008360	P
cbtA	GO:0008360	P
dacA	GO:0008360	P
dacB	GO:0008360	P
dacC	GO:0008360	P
dacD	GO:0008360	P
ddlA	GO:0008360	P
ddlB	GO:0008360	P
ftsI	GO:0008360	P
ftsW	GO:0008360	P
glmU	GO:0008360	P
ldcA	GO:0008360	P
ldtA	GO:0008360	P
ldtB	GO:0008360	P
ldtC	GO:0008360	P
ldtD	GO:0008360	P
ldtE	GO:0008360	P
ldtF	GO:0008360	P
lpoA	GO:0008360	P
lpoB	GO:0008360	P
mpl	GO:0008360	P
mraY	GO:0008360	P
mrcA	GO:0008360	P
mrcB	GO:0008360	P
mrdA	GO:0008360	P
mrdB	GO:0008360	P
mreB	GO:0008360	P
mreC	GO:0008360	P
mreD	GO:0008360	P
mtgA	GO:0008360	P
murA	GO:0008360	P
murB	GO:0008360	P
murC	GO:0008360	P
murD	GO:0008360	P
murE	GO:0008360	P
murF	GO:0008360	P
murG	GO:0008360	P
murI	GO:0008360	P
murJ	GO:0008360	P
nagZ	GO:0008360	P
pbpC	GO:0008360	P
pbpG	GO:0008360	P
rodZ	GO:0008360	P
uppS	GO:0008360	P
ybhK	GO:0008360	P
ybjG	GO:0008360	P
ygfX	GO:0008360	P
alr	GO:0009252	P
bacA	GO:0009252	P
dacA	GO:0009252	P
dacB	GO:0009252	P
dacC	GO:0009252	P
dacD	GO:0009252	P
ddlA	GO:0009252	P
ddlB	GO:0009252	P
ftsI	GO:0009252	P
ftsW	GO:0009252	P
glmM	GO:0009252	P
glmU	GO:0009252	P
ldcA	GO:0009252	P
ldtA	GO:0009252	P
ldtB	GO:0009252	P
ldtC	GO:0009252	P
ldtD	GO:0009252	P
ldtE	GO:0009252	P
ldtF	GO:0009252	P
lpoA	GO:0009252	P
lpoB	GO:0009252	P
mepA	GO:0009252	P
mipA	GO:0009252	P
mltG	GO:0009252	P
mpl	GO:0009252	P
mraY	GO:0009252	P
mrcA	GO:0009252	P
mrcB	GO:0009252	P
mrdA	GO:0009252	P
mrdB	GO:0009252	P
mtgA	GO:0009252	P
murA	GO:0009252	P
murB	GO:0009252	P
murC	GO:0009252	P
murD	GO:0009252	P
murE	GO:0009252	P
murF	GO:0009252	P
murG	GO:0009252	P
murI	GO:0009252	P
murJ	GO:0009252	P
nagZ	GO:0009252	P
pbpC	GO:0009252	P
pbpG	GO:0009252	P
pgpB	GO:0009252	P
uppS	GO:0009252	P
ybjG	GO:0009252	P
yiaT	GO:0009252	P
alr	GO:0071555	P
amiA	GO:0071555	P
amiB	GO:0071555	P
amiC	GO:0071555	P
amiD	GO:0071555	P
ampD	GO:0071555	P
ampH	GO:0071555	P
bacA	GO:0071555	P
btsS	GO:0071555	P
cpdA	GO:0071555	P
dacA	GO:0071555	P
dacB	GO:0071555	P
dacC	GO:0071555	P
dacD	GO:0071555	P
ddlA	GO:0071555	P
ddlB	GO:0071555	P
ddpX	GO:0071555	P
elfD	GO:0071555	P
elyC	GO:0071555	P
emtA	GO:0071555	P
fimC	GO:0071555	P
flgJ	GO:0071555	P
ftsI	GO:0071555	P
ftsW	GO:0071555	P
glmU	GO:0071555	P
ldcA	GO:0071555	P
ldtA	GO:0071555	P
ldtB	GO:0071555	P
ldtC	GO:0071555	P
ldtD	GO:0071555	P
ldtE	GO:0071555	P
ldtF	GO:0071555	P
mepH	GO:0071555	P
mepM	GO:0071555	P
mepS	GO:0071555	P
mltA	GO:0071555	P
mltB	GO:0071555	P
mltC	GO:0071555	P
mltD	GO:0071555	P
mltF	GO:0071555	P
mltG	GO:0071555	P
mpl	GO:0071555	P
mraY	GO:0071555	P
mrcA	GO:0071555	P
mrcB	GO:0071555	P
mrdA	GO:0071555	P
mrdB	GO:0071555	P
mtgA	GO:0071555	P
murA	GO:0071555	P
murB	GO:0071555	P
murC	GO:0071555	P
murD	GO:0071555	P
murE	GO:0071555	P
murF	GO:0071555	P
murG	GO:0071555	P
murI	GO:0071555	P
murJ	GO:0071555	P
nagZ	GO:0071555	P
pbpC	GO:0071555	P
pbpG	GO:0071555	P
pyrS	GO:0071555	P
rfe	GO:0071555	P
rlpA	GO:0071555	P
sfmC	GO:0071555	P
slt	GO:0071555	P
uppS	GO:0071555	P
yadV	GO:0071555	P
ybgP	GO:0071555	P
ybhC	GO:0071555	P
ybjG	GO:0071555	P
ycbF	GO:0071555	P
ycjG	GO:0071555	P
yehC	GO:0071555	P
yfcS	GO:0071555	P
yhcA	GO:0071555	P
yqiH	GO:0071555	P
yraI	GO:0071555	P
alsA	GO:0015749	P
alsB	GO:0015749	P
alsC	GO:0015749	P
araE	GO:0015749	P
fruA	GO:0015749	P
fruB	GO:0015749	P
frvB	GO:0015749	P
frwB	GO:0015749	P
frwD	GO:0015749	P
fryB	GO:0015749	P
fucP	GO:0015749	P
galP	GO:0015749	P
kdgT	GO:0015749	P
malX	GO:0015749	P
manX	GO:0015749	P
manY	GO:0015749	P
manZ	GO:0015749	P
mglA	GO:0015749	P
mglB	GO:0015749	P
mglC	GO:0015749	P
mngA	GO:0015749	P
ompL	GO:0015749	P
ptsG	GO:0015749	P
rhaT	GO:0015749	P
setA	GO:0015749	P
setB	GO:0015749	P
setC	GO:0015749	P
ulaA	GO:0015749	P
ulaB	GO:0015749	P
ulaC	GO:0015749	P
yidK	GO:0015749	P
ytfQ	GO:0015749	P
alsA	GO:0015754	P
alsB	GO:0015754	P
alsC	GO:0015754	P
alsE	GO:0009052	P
rpe	GO:0009052	P
rpiA	GO:0009052	P
sgcE	GO:0009052	P
talB	GO:0009052	P
tktA	GO:0009052	P
tktB	GO:0009052	P
alsE	GO:0019316	P
alsK	GO:0019316	P
rpiB	GO:0019316	P
alsE	GO:0019323	P
araA	GO:0019323	P
araB	GO:0019323	P
araC	GO:0019323	P
araD	GO:0019323	P
fucA	GO:0019323	P
fucI	GO:0019323	P
fucK	GO:0019323	P
otnC	GO:0019323	P
rbsD	GO:0019323	P
rbsK	GO:0019323	P
rhaD	GO:0019323	P
rpe	GO:0019323	P
sgbE	GO:0019323	P
sgcE	GO:0019323	P
ulaF	GO:0019323	P
xylA	GO:0019323	P
xylB	GO:0019323	P
aceA	GO:0044262	P
aceB	GO:0044262	P
aceK	GO:0044262	P
acnA	GO:0044262	P
acnB	GO:0044262	P
alsE	GO:0044262	P
alsK	GO:0044262	P
araB	GO:0044262	P
dgoA	GO:0044262	P
dgoD	GO:0044262	P
dgoK	GO:0044262	P
edd	GO:0044262	P
frlD	GO:0044262	P
fruK	GO:0044262	P
fucK	GO:0044262	P
galK	GO:0044262	P
galT	GO:0044262	P
ghrB	GO:0044262	P
glcB	GO:0044262	P
gnd	GO:0044262	P
gntK	GO:0044262	P
gntP	GO:0044262	P
gntR	GO:0044262	P
gntT	GO:0044262	P
gpmM	GO:0044262	P
gsk	GO:0044262	P
hldE	GO:0044262	P
icd	GO:0044262	P
iclR	GO:0044262	P
idnD	GO:0044262	P
idnK	GO:0044262	P
idnO	GO:0044262	P
idnT	GO:0044262	P
kdgK	GO:0044262	P
lgoD	GO:0044262	P
lgoR	GO:0044262	P
lyxK	GO:0044262	P
mak	GO:0044262	P
malS	GO:0044262	P
malZ	GO:0044262	P
nagK	GO:0044262	P
nanK	GO:0044262	P
pfkA	GO:0044262	P
pfkB	GO:0044262	P
phnN	GO:0044262	P
psuK	GO:0044262	P
rbsK	GO:0044262	P
rhaB	GO:0044262	P
rpe	GO:0044262	P
sgcE	GO:0044262	P
suhB	GO:0044262	P
uidA	GO:0044262	P
waaP	GO:0044262	P
waaY	GO:0044262	P
xylB	GO:0044262	P
yagE	GO:0044262	P
yagF	GO:0044262	P
ydjH	GO:0044262	P
yegX	GO:0044262	P
yeiI	GO:0044262	P
yihV	GO:0044262	P
yjhG	GO:0044262	P
yjhH	GO:0044262	P
alsK	GO:0046835	P
araB	GO:0046835	P
dgoK	GO:0046835	P
frlD	GO:0046835	P
fruK	GO:0046835	P
fucK	GO:0046835	P
galK	GO:0046835	P
galT	GO:0046835	P
gsk	GO:0046835	P
hldE	GO:0046835	P
kdgK	GO:0046835	P
lyxK	GO:0046835	P
mak	GO:0046835	P
nagK	GO:0046835	P
nanK	GO:0046835	P
pfkA	GO:0046835	P
pfkB	GO:0046835	P
phnN	GO:0046835	P
psuK	GO:0046835	P
rbsK	GO:0046835	P
rhaB	GO:0046835	P
waaP	GO:0046835	P
waaY	GO:0046835	P
xylB	GO:0046835	P
ydjH	GO:0046835	P
yeiI	GO:0046835	P
yihV	GO:0046835	P
alsK	GO:0051156	P
glk	GO:0051156	P
gnd	GO:0051156	P
pgi	GO:0051156	P
pgl	GO:0051156	P
rpe	GO:0051156	P
rpiA	GO:0051156	P
rpiB	GO:0051156	P
talA	GO:0051156	P
talB	GO:0051156	P
tktA	GO:0051156	P
tktB	GO:0051156	P
zwf	GO:0051156	P
alx	GO:0071467	P
ariR	GO:0071467	P
cadB	GO:0071467	P
clcA	GO:0071467	P
clcB	GO:0071467	P
frc	GO:0071467	P
hdeA	GO:0071467	P
hdeB	GO:0071467	P
iraM	GO:0071467	P
oxc	GO:0071467	P
phoU	GO:0071467	P
ycgZ	GO:0071467	P
yhcN	GO:0071467	P
yjaA	GO:0071467	P
yodD	GO:0071467	P
amiA	GO:0000910	P
amiB	GO:0000910	P
amiC	GO:0000910	P
cpoB	GO:0000910	P
dacB	GO:0000910	P
dapE	GO:0000910	P
ftsA	GO:0000910	P
ftsB	GO:0000910	P
ftsI	GO:0000910	P
ftsL	GO:0000910	P
ftsN	GO:0000910	P
ftsP	GO:0000910	P
ftsQ	GO:0000910	P
ftsW	GO:0000910	P
ftsZ	GO:0000910	P
mreB	GO:0000910	P
pbpG	GO:0000910	P
rlpA	GO:0000910	P
yabI	GO:0000910	P
ydaT	GO:0000910	P
yghB	GO:0000910	P
yohD	GO:0000910	P
yqjA	GO:0000910	P
ytfB	GO:0000910	P
zapA	GO:0000910	P
zapB	GO:0000910	P
zapC	GO:0000910	P
zapD	GO:0000910	P
zipA	GO:0000910	P
amiA	GO:0009253	P
amiB	GO:0009253	P
amiC	GO:0009253	P
amiD	GO:0009253	P
ampD	GO:0009253	P
ampH	GO:0009253	P
dacB	GO:0009253	P
mltA	GO:0009253	P
mltB	GO:0009253	P
mltC	GO:0009253	P
mltF	GO:0009253	P
mpaA	GO:0009253	P
rrrD	GO:0009253	P
rrrQ	GO:0009253	P
slt	GO:0009253	P
yegX	GO:0009253	P
amiA	GO:0051301	P
amiB	GO:0051301	P
amiC	GO:0051301	P
blr	GO:0051301	P
cedA	GO:0051301	P
clpX	GO:0051301	P
cpoB	GO:0051301	P
dacA	GO:0051301	P
dacB	GO:0051301	P
damX	GO:0051301	P
dedD	GO:0051301	P
dicA	GO:0051301	P
dicB	GO:0051301	P
dicC	GO:0051301	P
emtA	GO:0051301	P
envC	GO:0051301	P
ftsA	GO:0051301	P
ftsB	GO:0051301	P
ftsE	GO:0051301	P
ftsI	GO:0051301	P
ftsK	GO:0051301	P
ftsL	GO:0051301	P
ftsN	GO:0051301	P
ftsP	GO:0051301	P
ftsQ	GO:0051301	P
ftsW	GO:0051301	P
ftsX	GO:0051301	P
ftsZ	GO:0051301	P
groL	GO:0051301	P
groS	GO:0051301	P
kilR	GO:0051301	P
lapB	GO:0051301	P
matP	GO:0051301	P
minC	GO:0051301	P
minD	GO:0051301	P
minE	GO:0051301	P
mltC	GO:0051301	P
mltD	GO:0051301	P
mpl	GO:0051301	P
mraY	GO:0051301	P
mrdB	GO:0051301	P
mukB	GO:0051301	P
mukE	GO:0051301	P
mukF	GO:0051301	P
murA	GO:0051301	P
murB	GO:0051301	P
murC	GO:0051301	P
murD	GO:0051301	P
murE	GO:0051301	P
murF	GO:0051301	P
murG	GO:0051301	P
nagZ	GO:0051301	P
nlpD	GO:0051301	P
nlpI	GO:0051301	P
pal	GO:0051301	P
radD	GO:0051301	P
rng	GO:0051301	P
sdiA	GO:0051301	P
slmA	GO:0051301	P
sulA	GO:0051301	P
tig	GO:0051301	P
tolA	GO:0051301	P
tolB	GO:0051301	P
tolQ	GO:0051301	P
tolR	GO:0051301	P
uppS	GO:0051301	P
xerC	GO:0051301	P
xerD	GO:0051301	P
yciB	GO:0051301	P
ycjY	GO:0051301	P
yihA	GO:0051301	P
ymgF	GO:0051301	P
yphG	GO:0051301	P
ytfB	GO:0051301	P
zapA	GO:0051301	P
zapB	GO:0051301	P
zapC	GO:0051301	P
zapD	GO:0051301	P
zapE	GO:0051301	P
zipA	GO:0051301	P
amiA	GO:0071236	P
dsbA	GO:0071236	P
ftsK	GO:0071236	P
katG	GO:0071236	P
marR	GO:0071236	P
mltC	GO:0071236	P
pdeF	GO:0071236	P
phoU	GO:0071236	P
tktA	GO:0071236	P
tolA	GO:0071236	P
tolB	GO:0071236	P
uspE	GO:0071236	P
ychH	GO:0071236	P
ydeI	GO:0071236	P
ygiW	GO:0071236	P
yhcN	GO:0071236	P
yjaA	GO:0071236	P
yodD	GO:0071236	P
zinT	GO:0071236	P
amiB	GO:0043093	P
amiC	GO:0043093	P
cpoB	GO:0043093	P
dacB	GO:0043093	P
dapE	GO:0043093	P
ftsA	GO:0043093	P
ftsB	GO:0043093	P
ftsI	GO:0043093	P
ftsL	GO:0043093	P
ftsN	GO:0043093	P
ftsP	GO:0043093	P
ftsQ	GO:0043093	P
ftsW	GO:0043093	P
ftsZ	GO:0043093	P
mreB	GO:0043093	P
pbpG	GO:0043093	P
rlpA	GO:0043093	P
yabI	GO:0043093	P
ydaT	GO:0043093	P
yghB	GO:0043093	P
yohD	GO:0043093	P
yqjA	GO:0043093	P
ytfB	GO:0043093	P
zapA	GO:0043093	P
zapB	GO:0043093	P
zapC	GO:0043093	P
zapD	GO:0043093	P
zipA	GO:0043093	P
amiD	GO:0009254	P
ampD	GO:0009254	P
anmK	GO:0009254	P
dacB	GO:0009254	P
ldcA	GO:0009254	P
mepH	GO:0009254	P
mepS	GO:0009254	P
mltA	GO:0009254	P
mpl	GO:0009254	P
murQ	GO:0009254	P
nagE	GO:0009254	P
nagK	GO:0009254	P
nagZ	GO:0009254	P
ycjG	GO:0009254	P
amn	GO:0009116	P
apt	GO:0009116	P
cobT	GO:0009116	P
deoA	GO:0009116	P
deoD	GO:0009116	P
gpt	GO:0009116	P
hpt	GO:0009116	P
mtn	GO:0009116	P
prs	GO:0009116	P
purF	GO:0009116	P
pyrE	GO:0009116	P
rihA	GO:0009116	P
rihB	GO:0009116	P
rihC	GO:0009116	P
udp	GO:0009116	P
upp	GO:0009116	P
xapA	GO:0009116	P
yhgH	GO:0009116	P
ymdB	GO:0009116	P
amn	GO:0046033	P
acs	GO:0017001	P
agaI	GO:0017001	P
ahpC	GO:0017001	P
alsK	GO:0017001	P
ampC	GO:0017001	P
cof	GO:0017001	P
frmA	GO:0017001	P
frmB	GO:0017001	P
hcaB	GO:0017001	P
hcaC	GO:0017001	P
hcaD	GO:0017001	P
hcaE	GO:0017001	P
hcaF	GO:0017001	P
katE	GO:0017001	P
katG	GO:0017001	P
mhpA	GO:0017001	P
mhpB	GO:0017001	P
mhpC	GO:0017001	P
mhpD	GO:0017001	P
mhpE	GO:0017001	P
mhpF	GO:0017001	P
nagA	GO:0017001	P
nagB	GO:0017001	P
nanA	GO:0017001	P
nanE	GO:0017001	P
nanK	GO:0017001	P
pta	GO:0017001	P
yeiG	GO:0017001	P
yieK	GO:0017001	P
alr	GO:0000270	P
amiA	GO:0000270	P
amiB	GO:0000270	P
amiC	GO:0000270	P
amiD	GO:0000270	P
ampD	GO:0000270	P
ampG	GO:0000270	P
ampH	GO:0000270	P
anmK	GO:0000270	P
bacA	GO:0000270	P
dacA	GO:0000270	P
dacB	GO:0000270	P
dacC	GO:0000270	P
dacD	GO:0000270	P
ddlA	GO:0000270	P
ddlB	GO:0000270	P
elyC	GO:0000270	P
emtA	GO:0000270	P
ftsI	GO:0000270	P
ftsW	GO:0000270	P
glmM	GO:0000270	P
glmU	GO:0000270	P
ldcA	GO:0000270	P
ldtA	GO:0000270	P
ldtB	GO:0000270	P
ldtC	GO:0000270	P
ldtD	GO:0000270	P
ldtE	GO:0000270	P
ldtF	GO:0000270	P
lpoA	GO:0000270	P
lpoB	GO:0000270	P
mepA	GO:0000270	P
mepH	GO:0000270	P
mepM	GO:0000270	P
mepS	GO:0000270	P
mipA	GO:0000270	P
mltA	GO:0000270	P
mltB	GO:0000270	P
mltC	GO:0000270	P
mltD	GO:0000270	P
mltF	GO:0000270	P
mltG	GO:0000270	P
mpaA	GO:0000270	P
mpl	GO:0000270	P
mraY	GO:0000270	P
mrcA	GO:0000270	P
mrcB	GO:0000270	P
mrdA	GO:0000270	P
mrdB	GO:0000270	P
mtgA	GO:0000270	P
murA	GO:0000270	P
murB	GO:0000270	P
murC	GO:0000270	P
murD	GO:0000270	P
murE	GO:0000270	P
murF	GO:0000270	P
murG	GO:0000270	P
murI	GO:0000270	P
murJ	GO:0000270	P
murQ	GO:0000270	P
nagE	GO:0000270	P
nagK	GO:0000270	P
nagZ	GO:0000270	P
pbpC	GO:0000270	P
pbpG	GO:0000270	P
pgpB	GO:0000270	P
rlpA	GO:0000270	P
rrrD	GO:0000270	P
rrrQ	GO:0000270	P
slt	GO:0000270	P
uppS	GO:0000270	P
ybjG	GO:0000270	P
ycjG	GO:0000270	P
yegX	GO:0000270	P
yiaT	GO:0000270	P
ampG	GO:0015835	P
ftsW	GO:0015835	P
mrdB	GO:0015835	P
murJ	GO:0015835	P
amtB	GO:0015670	P
amtB	GO:0015696	P
amtB	GO:0019740	P
glnA	GO:0019740	P
gltB	GO:0019740	P
rutA	GO:0019740	P
rutB	GO:0019740	P
rutC	GO:0019740	P
rutD	GO:0019740	P
rutE	GO:0019740	P
rutF	GO:0019740	P
amtB	GO:0072488	P
agaI	GO:0006040	P
alsK	GO:0006040	P
anmK	GO:0006040	P
frlB	GO:0006040	P
frlC	GO:0006040	P
glmM	GO:0006040	P
glmS	GO:0006040	P
glmU	GO:0006040	P
murQ	GO:0006040	P
murR	GO:0006040	P
nagA	GO:0006040	P
nagB	GO:0006040	P
nanA	GO:0006040	P
nanE	GO:0006040	P
nanK	GO:0006040	P
nanS	GO:0006040	P
yieK	GO:0006040	P
anmK	GO:0097175	P
murQ	GO:0097175	P
ansA	GO:0006530	P
ansB	GO:0006530	P
ansA	GO:0033345	P
ansA	GO:0006528	P
ansB	GO:0006528	P
asnA	GO:0006528	P
asnB	GO:0006528	P
apaH	GO:0010165	P
appY	GO:0010165	P
betB	GO:0010165	P
cmk	GO:0010165	P
cysB	GO:0010165	P
cysE	GO:0010165	P
ddlA	GO:0010165	P
eutK	GO:0010165	P
intF	GO:0010165	P
lon	GO:0010165	P
mrcB	GO:0010165	P
recJ	GO:0010165	P
recN	GO:0010165	P
yadG	GO:0010165	P
yagJ	GO:0010165	P
ybaK	GO:0010165	P
yebG	GO:0010165	P
add	GO:0015949	P
adk	GO:0015949	P
apaH	GO:0015949	P
cdd	GO:0015949	P
cmk	GO:0015949	P
dcd	GO:0015949	P
deoC	GO:0015949	P
deoD	GO:0015949	P
dgt	GO:0015949	P
gpp	GO:0015949	P
guaC	GO:0015949	P
nrdA	GO:0015949	P
nrdB	GO:0015949	P
nrdD	GO:0015949	P
nrdE	GO:0015949	P
nrdG	GO:0015949	P
purA	GO:0015949	P
pyrF	GO:0015949	P
relA	GO:0015949	P
rihA	GO:0015949	P
spoT	GO:0015949	P
tmk	GO:0015949	P
xapA	GO:0015949	P
appA	GO:0016036	P
appY	GO:0016036	P
iraP	GO:0016036	P
phoR	GO:0016036	P
phoU	GO:0016036	P
psiE	GO:0016036	P
waaH	GO:0016036	P
appA	GO:0033518	P
appA	GO:0071454	P
pdeF	GO:0071454	P
appB	GO:0006119	P
appC	GO:0006119	P
cydA	GO:0006119	P
cydB	GO:0006119	P
cydX	GO:0006119	P
appB	GO:0019646	P
appC	GO:0019646	P
cydA	GO:0019646	P
cydB	GO:0019646	P
cyoA	GO:0019646	P
cyoB	GO:0019646	P
cyoC	GO:0019646	P
cyoD	GO:0019646	P
ndh	GO:0019646	P
apt	GO:0006166	P
gpt	GO:0006166	P
hpt	GO:0006166	P
xdhA	GO:0006166	P
xdhB	GO:0006166	P
xdhC	GO:0006166	P
xdhD	GO:0006166	P
apt	GO:0006168	P
hpt	GO:0006168	P
aqpZ	GO:0006833	P
glpF	GO:0006833	P
aqpZ	GO:0006970	P
betA	GO:0006970	P
betB	GO:0006970	P
betI	GO:0006970	P
cpsB	GO:0006970	P
cysG	GO:0006970	P
emrE	GO:0006970	P
flgH	GO:0006970	P
ftsK	GO:0006970	P
glrK	GO:0006970	P
gshA	GO:0006970	P
katE	GO:0006970	P
kdpD	GO:0006970	P
lepA	GO:0006970	P
loiP	GO:0006970	P
mscM	GO:0006970	P
nhaA	GO:0006970	P
opgG	GO:0006970	P
opgH	GO:0006970	P
osmC	GO:0006970	P
osmE	GO:0006970	P
osmF	GO:0006970	P
osmY	GO:0006970	P
otsA	GO:0006970	P
otsB	GO:0006970	P
phoQ	GO:0006970	P
proP	GO:0006970	P
proQ	GO:0006970	P
proV	GO:0006970	P
proW	GO:0006970	P
proX	GO:0006970	P
rcsC	GO:0006970	P
rpoE	GO:0006970	P
treA	GO:0006970	P
treF	GO:0006970	P
ubiG	GO:0006970	P
uspC	GO:0006970	P
ybdG	GO:0006970	P
ybiO	GO:0006970	P
yggT	GO:0006970	P
yjjB	GO:0006970	P
ynaI	GO:0006970	P
yraP	GO:0006970	P
aqpZ	GO:0009992	P
mscK	GO:0009992	P
mscL	GO:0009992	P
mscS	GO:0009992	P
aceK	GO:0005996	P
agp	GO:0005996	P
aldA	GO:0005996	P
alsE	GO:0005996	P
araA	GO:0005996	P
araB	GO:0005996	P
araC	GO:0005996	P
araD	GO:0005996	P
dhaK	GO:0005996	P
dkgA	GO:0005996	P
dkgB	GO:0005996	P
epd	GO:0005996	P
fbaA	GO:0005996	P
fbp	GO:0005996	P
fruK	GO:0005996	P
fsaA	GO:0005996	P
fsaB	GO:0005996	P
fucA	GO:0005996	P
fucI	GO:0005996	P
fucK	GO:0005996	P
fucO	GO:0005996	P
fucP	GO:0005996	P
fucR	GO:0005996	P
fucU	GO:0005996	P
galE	GO:0005996	P
galK	GO:0005996	P
galM	GO:0005996	P
galR	GO:0005996	P
galT	GO:0005996	P
galU	GO:0005996	P
gapA	GO:0005996	P
gcd	GO:0005996	P
glpX	GO:0005996	P
gpmA	GO:0005996	P
gpmM	GO:0005996	P
kdgK	GO:0005996	P
kduD	GO:0005996	P
kduI	GO:0005996	P
lldD	GO:0005996	P
maeA	GO:0005996	P
manA	GO:0005996	P
mngB	GO:0005996	P
otnC	GO:0005996	P
pck	GO:0005996	P
pfkA	GO:0005996	P
pflA	GO:0005996	P
pflB	GO:0005996	P
pflC	GO:0005996	P
pgi	GO:0005996	P
pgk	GO:0005996	P
pgl	GO:0005996	P
pgm	GO:0005996	P
ppsA	GO:0005996	P
rbsD	GO:0005996	P
rbsK	GO:0005996	P
rhaA	GO:0005996	P
rhaB	GO:0005996	P
rhaD	GO:0005996	P
rhaM	GO:0005996	P
rhaR	GO:0005996	P
rhaS	GO:0005996	P
rpe	GO:0005996	P
sdaA	GO:0005996	P
sdaB	GO:0005996	P
sgbE	GO:0005996	P
sgbH	GO:0005996	P
sgbU	GO:0005996	P
sgcE	GO:0005996	P
tdcG	GO:0005996	P
tpiA	GO:0005996	P
ulaD	GO:0005996	P
ulaE	GO:0005996	P
ulaF	GO:0005996	P
ulaG	GO:0005996	P
uxaA	GO:0005996	P
uxaB	GO:0005996	P
uxaC	GO:0005996	P
uxuA	GO:0005996	P
uxuB	GO:0005996	P
xylA	GO:0005996	P
xylB	GO:0005996	P
yggF	GO:0005996	P
yidK	GO:0005996	P
yidR	GO:0005996	P
yihR	GO:0005996	P
yphB	GO:0005996	P
zwf	GO:0005996	P
araA	GO:0019568	P
araB	GO:0019568	P
araC	GO:0019568	P
araD	GO:0019568	P
fucA	GO:0019568	P
fucI	GO:0019568	P
fucK	GO:0019568	P
sgbE	GO:0019568	P
araA	GO:0019569	P
araB	GO:0019569	P
araD	GO:0019569	P
aceE	GO:0016052	P
aceF	GO:0016052	P
alsE	GO:0016052	P
araA	GO:0016052	P
araB	GO:0016052	P
araC	GO:0016052	P
araD	GO:0016052	P
ascB	GO:0016052	P
bcsZ	GO:0016052	P
bglA	GO:0016052	P
bglB	GO:0016052	P
bglX	GO:0016052	P
chbG	GO:0016052	P
chiA	GO:0016052	P
cra	GO:0016052	P
deoC	GO:0016052	P
dgoA	GO:0016052	P
dgoD	GO:0016052	P
dgoK	GO:0016052	P
dhaK	GO:0016052	P
edd	GO:0016052	P
eno	GO:0016052	P
fbaA	GO:0016052	P
fbaB	GO:0016052	P
fucA	GO:0016052	P
fucI	GO:0016052	P
fucK	GO:0016052	P
gapA	GO:0016052	P
ghrB	GO:0016052	P
glgP	GO:0016052	P
glgX	GO:0016052	P
